H	C	q
0.070946	0.069957	7.600000
0.069812	0.068852	7.700000
0.068691	0.067761	7.800000
0.067584	0.066682	7.900000
0.066491	0.065616	8.000000
0.065411	0.064562	8.100000
0.064345	0.063521	8.200000
0.063291	0.062492	8.300000
0.062251	0.061475	8.400000
0.061224	0.060470	8.500000
0.060210	0.059478	8.600000
0.059209	0.058498	8.700000
0.058220	0.057530	8.800000
0.057244	0.056574	8.900000
0.056281	0.055630	9.000000
0.055330	0.054698	9.100000
0.054392	0.053777	9.200000
0.053466	0.052869	9.300000
0.052553	0.051972	9.400000
0.051651	0.051088	9.500000
0.050762	0.050215	9.600000
0.049885	0.049353	9.700000
0.049021	0.048503	9.800000
0.048168	0.047665	9.900000
0.047327	0.046838	10.000000
